Unnamed: 0,Email Text,Email Type,label,real_label,predicted_label,decision_score,real_class,predicted_class
14927,"digitize your memories with compaq scanners tired of searching for your photos or important files ? quit looking . we have a solution . we  ' re offering a compaq tested and approved agfa ( tm ) snapscan touch usb scanner for just $ 99 . or for sharper photo reproduction , an epson ( tm ) perfection 1200 u usb scanner is available for just $ 199 . picture having all your photos on your hard drive , scanned in and ready to e - mail to friends and family or to store in cd libraries . you ' ll also be able to unclutter that office , allowing you to store documents as easily as placing the original on the scanner bed and clicking . not only will these scanners simplify your life , but these great values come with easy - to - use software , are usb compatible and are ready to go a few moments out of the box . so stop your search . everything you need is just a click away . to order the agfa snapscan , go to http : / / greatideas . compaq . com / cgi - bin 6 / flo ? y = ecp 20 bdtnxori 0 crxv . to order the epson perfection , go to http : / / greatideas . compaq . com / cgi - bin 6 / flo ? y = ecp 20 bdtnxori 0 cryw . if you would rather not receive e - mails about future contests and promotions , service updates , product enhancements , cool activities or new products , please e - mail to remove your name from our mailing list . - attl . htm",Safe Email,0,0,1,1.0407241997993983,Safe Email,Phishing Email
5918,"You are receiving this email because you signed up to 
receive one of our free reports. If you would prefer 
not to receive messages of this type, please 
unsubscribe by following the instructions at the 
bottom of this message.
Dear Investor,Thank you again for requesting our free special 
report, ""The One Stock that Keeps Wall Street 
BUZZING.""We began The Motley Fool in 1993 with the idea that 
investors like you deserved better. Better than Wall Street's all-too-often biased 
research...  Better than analysts who speak in ""secret 
codes"" allowing them to hedge or spin any 
recommendation...  and better than what passes for ""full 
financial disclosure"" in big business today.Given a level playing field, we believe that regular 
folks -- like us, and you -- can do quite well in the 
stock market. Why put trust in conflicted information 
from others when you could count on your own 
abilities, and potentially blow the pros away? More than two million people visit our Fool.com web 
site each month.  We spend a great deal of time at 
Fool.com instructing people HOW to invest, but not so 
much about WHERE to invest. And that's why we created the Motley Fool Stock 
Advisor.You are cordially invited to join us as a Charter 
Subscriber to Motley Fool Stock Advisor as we focus on 
the great companies of the U.S. stock market. In the same, honest, no-holds-barred style that has 
made Fool.com so popular with investors, we'll bring 
you our best stock recommendations and other financial 
insights to help you achieve your financial dreams.As a Charter Subscriber, you'll get the Motley Fool 
Stock Advisor newsletter delivered to your home each 
month -- a personal communication from us, David & Tom 
Gardner.  We'll tell you exactly why we believe a 
stock is poised for significant growth -- and give you 
all the facts to back that analysis up.  You'll get 
the good, the bad and the ugly on every recommendation 
we make -- so you can make each investing decision 
with great confidence.Of course, there's more to our Motley Fool Stock 
Advisor than our monthly newsletter.You'll also receive our monthly, between-issue, e-mail 
Fool Flash to help you take full advantage of breaking 
opportunities.  And you can log on anytime at the 
Motley Fool Stock Advisor subscriber-only Web site, 
featuring current & back newsletter issues...full 
updates on our selected stocks...Q & A...and more.Best of all, you can try our Motley Fool Stock Advisor 
entirely RISK-FREE.The Motley Fool community has always been based upon 
trust and value -- principles we intend to continue 
here. So we want to give you plenty of time to decide 
if our Motley Fool Stock Advisor is a valuable 
investing tool for you.You can try our Motley Fool Stock Advisor for six full 
months 100% RISK-FREE. If we don't prove its worth to 
you, it doesn't cost you a dime.And you have our word on that.So join us now. It's going to be fun. It's going to be 
exciting. And it's going to be an enriching experience 
you won't want to miss.To join us, RISK-FREE, as a Charter Subscriber to 
David & Tom Gardner's Motley Fool Stock Advisor, 
simply click here now: 
http://www.ppi-orders.com/index.htm?promo_code=1UE728Foolishly yours,David & Tom Gardner
The Motley FoolP.S. Click here 
http://www.ppi-orders.com/index.htm?promo_code=1UE728
to check out the FREE bonuses you get when you 
subscribe.  Special Reports; videos; online seminars -
- all yours to enjoy and keep, even if you cancel your 
trial subscription to our Motley Fool Stock Advisor.Remember, you have six full months to evaluate our new 
service.  Don't like what you see, don't make the 
profits you expect...then it doesn't cost you a dime.  
So this invitation is truly RISK-FREE.  Click here now 
http://www.ppi-orders.com/index.htm?promo_code=1UE728
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
HOW TO UNSUBSCRIBEWe hope this email message is of value to you. If 
however, you do not wish to receive any of our future 
messages, please unsubscribe by going to the following 
web address:http://www.investorplace.com/newunsubscribe.php?q=66527235-1 **Note if you unsubscribe by replying to this message 
please use Unsubscribe or Remove in the subject line. 
Thu Jul 25 15:39:46 2002",Safe Email,0,0,1,0.7034669862378001,Safe Email,Phishing Email
11133,"spring savings certificate - take 30 % off save 30 % when you use our customer appreciation spring savings certificate at foot locker , lady foot locker , kids foot locker and at our online stores ! welcome to our customer appreciation spring savings certificate ! use the special certificate below and receive 30 % off your purchases either in our stores or online . hurry ! this 4 - day sale begins thursday , march 22 and ends sunday , march 25 . share the savings today and e - mail this offer to your friends . many items already are reduced and the 30 % discount is taken off the lowest sale price . click below to print your customer appreciation spring savings certificate . you must present this coupon at any foot locker , lady foot locker or kids foot locker store in the u . s . foot locker canada is not participating in this program . ready , set , save ! our spring savings discount will automatically appear when you use the links below or type camlem 21 into the promotion code box during checkout . footlocker . com certificate code : camlem 21 ladyfootlocker . com certificate code : camlem 21 kidsfootlocker . com certificate code : camlem 21 remember , returns are hassle - free . simply bring your items to any of our stores nationwide or through the mail . don ' t be left out - register today to learn about our new products , promotions , events and other specials . simply click below . terms and conditions . some exclusions apply , please see manager for complete details . certificate must be presented at the time of purchase and cannot be used in conjunction with any other discount offer or associate benefit . not redeemable for cash . applicable taxes must be paid by bearer . cannot be applied to prior purchases or to gift card purchases . void where prohibited , licensed or regulated . catalog exclusions apply . valid thursday , 3 / 22 / 01 through sunday , 3 / 25 / 01 . foot locker canada will not participate in this program . if you do not wish to receive future emails please click below to unsubscribe :",Safe Email,0,0,1,0.6341496282007989,Safe Email,Phishing Email
11710,"korean software for macintosh dear sir / madam , would you please send me any information about korean software for macintosh , iatl proceedings ?",Safe Email,0,0,1,0.6061547388218502,Safe Email,Phishing Email
14794,it ' s almost time on monday it will be time to check your pulse . . .,Safe Email,0,0,1,0.2287841344388892,Safe Email,Phishing Email
16667,"You are receiving this email because you signed up to 
receive one of our free reports. If you would prefer 
not to receive messages of this type, please 
unsubscribe by following the instructions at the 
bottom of this message.Dear Fool,Just before Enron plunged......16 of 17 Wall Street analysts were still urging you 
to buy Enron's stock.  While the company piled up debt 
and manufactured imaginary earnings, auditors gave the 
balance sheet a big thumbs-up.  As investors lost 
everything, Enron insiders pocketed millions.AND THAT should make every investor's blood boil!Frankly, the Enrons and Global Crossings of the world 
infuriate me.  All the backroom manipulations dirty 
dealing and cover-ups really make it hard to know who 
you can trust.   And that is why we've created a NEW 
investing service, ""David & Tom Gardner's Motley Fool 
Stock Advisor"" -- to bring the Motley Fool co-founders' 
extraordinary commitment to honest stock analysis, 
fair dealing and complete disclosure to investors like 
you on a regular and timely basis.The Motley Fool, which David and Tom founded back in 
1993, is dedicated to the principle that given the 
right tools...the average guy can find great success in 
every aspect of his financial life.And now, David and Tom are applying this principle -- and 
their extensive investing experience -- to the new 
""Motley Fool Stock Advisor.""  But as you'll see, this service isn't just about 
""buying more stocks.""  OUR GOAL in publishing the 
""Motley Fool Stock Advisor"" is twofold:  To help you 
gain the knowledge, confidence and resolve to make 
money in the U.S. stock market...while avoiding the 
biggest mistakes, as well.The Wall Street analysts touting Global Crossing said 
its worldwide fiber-optics network would make it the 
king of telecom.  Now these shares are WORTH NOTHING.  
Microstrategy was the poster child of the technology 
bubble-after earnings restatements, the stock now sits 
99% OFF its high!  Kmart's lousy inventory management 
and marketing incompetence helped drive the company 
into BANKRUPTCY.WHAT ABOUT Nortel and Lucent-two of America's most 
widely owned stocks.  Will they ever come back?  How 
about AOL?  Does its merger with Time-Warner mean the 
GLORY DAYS are over -- or have they just begun?   Are 90% 
of all telecommunications companies truly in danger of 
disappearing? If so, which will survive? Will great 
old names like JP Morgan, Disney and Motorola recover?  Well, those are the sorts of questions David & Tom 
Gardner can help you answer at the ""Motley Fool Stock 
Advisor.""  As they say, ""Show us the money.""  When it comes to 
making promises, fast-talkers can fudge just about 
anything.  But CASH FLOW doesn't lie.YOU CAN avoid a lot of big mistakes by simply making 
sure a company has the cash coming in to pay its 
bills.  And watching cash flow is also one of the best 
ways to identify superstar companies -- far more reliable 
than ""earnings"" that can be manipulated 8 ways to 
Sunday.  Once you eliminate big losers from the 
equation -- and target the true superstars -- you'll find 
investing more fun...less stressful...and much more 
profitable, as well.So forget about Wall Street's ""damaged goods""-
companies that have a boatload of debt and accounting 
woes, as well.  Keep it SIMPLE instead.""Simple"" means investing in companies that we all -- with 
a little effort -- can understand.  Companies where we 
know what businesses they're really in.  Companies 
where the financial statements actually mean 
something.  And companies easily recognizable as the 
""best of breed.""In the free report you received, ""The One Stock That 
Keeps Wall Street BUZZING,"" you read about one of 
David & Tom's very favorite investments: Starbucks.  
Before this company came along, most folks just took 
coffee for granted.  And certainly, no one proposed 
any far-reaching business model built around it.  Yet 
these innovators took a low-margin commodity and built 
a near $3 BILLION company with more than 5000 
retail outfits all around the world.Starbucks has been able to open new outlets based on 
money it has earned from existing ones. That is an 
astounding testament to its economic power.  At The 
Motley Fool Stock Advisor we'll help you find and 
truly understand the great investments, the companies 
with solid balance sheets and real growth prospects.   
Right now we're following companies such as:*America's most prestigious jeweler -- its brand name 
has no rival.  With net margins of 59% on sales of 
$1.6 Billion, this company is a great pick for solid 
returns with low risk.   *This software company commands more than 25% of the 
video game market.  Its shares have returned 6,000% 
since its public debut in 1989.  An investment of 
$5,000 in 1989 is now worth over $300,000.  The video 
game market is expected to double by 2005 with this 
company enjoying the lion's share of the growth.*This premier credit rating company has locked-in 
demand for its reports on the creditworthiness of 
borrowers holding $30 trillion of the world's debt.  
It has a 20-year record of consistent sales and income 
growth and is poised for another stellar year.YOU CAN TRY the ""Motley Fool Stock Advisor"" for six 
full months 100% RISK-FREE.  If we don't prove its 
worth to you, it doesn't cost you a dime.As a Charter Subscriber, you get the ""Motley Fool 
Stock Advisor"" delivered to your home each month; a 
monthly, between-issue, e-mail Fool Flash to help you 
take full advantage of breaking news; full use of the 
Motley Fool Stock Advisor subscriber-only Web site, 
featuring current & back newsletter issues...full 
updates on all selected stocks...Q & A...and more; 
plus introductory Special Reports exclusively for new 
subscribers.To join RISK-FREE, as a Charter Subscriber to ""David & 
Tom Gardner's Motley Fool Stock Advisor,"" simply click 
here now:
http://www.ppi-orders.com/index.htm?promo_code=1UE733Sincerely yours,Mike Bell, Publisher
""David & Tom Gardner's Motley Fool Stock Advisor""P.S. Do you like BIG PROFITS?  In 1994, investment 
pros sniffed at America Online's high-flying stock and 
screamed, ""Overvalued.""  But the Gardners saw three 
things they overlooked: 1) AOL was building the 
premier stop in cyberspace; 2) They had a great 
retention strategy; and 3) Millions of members paying 
$$$ every month.So Tom and David bought it.  And today they're sitting 
on whopping 4,120% gains.  So you see, while they do 
structure their investing strategy to avoid big 
blunders...they do make a lot of money, too.  To try the 
""Motley Fool Stock Advisor"" RISK-FREE, click here now:
http://www.ppi-orders.com/index.htm?promo_code=1UE733~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
HOW TO UNSUBSCRIBEWe hope this email message is of value to you. If 
however, you do not wish to receive any of our future 
messages, please unsubscribe by going to the following 
web address:http://www.investorplace.com/newunsubscribe.php?q=66527235-1**Note if you unsubscribe by replying to this message 
please use Unsubscribe or Remove in the subject line. Mon Jul 29 17:04:26 2002
",Safe Email,0,0,1,0.22112679535713553,Safe Email,Phishing Email
17265,"welcome to - energy news live dear vincent kaminski , welcome to energy news live - http : / / www . energynewslive . com ! you are receiving this email as a result of your recent registration . free energy news live membership we ' re glad you ' ve joined us ; we think you ' ll find enl an amazing business tool , with live , up - to the - minute news every hour on the hour of every business day . insight from actual traders . exotic and proprietary weather modeling . a new cross - commodity index . we ' ll break every energy headline around the world , and bring them right to your desktop . so sign on , leave it on , stay on top . and enjoy your membership to energynewslive . com , the first real - time energy network . also , thank you for your request to receive more information from energynewslive . com . keep checking your email for updates and special offers . if you did not request to receive special offers from enl please click here to de - activate : you have also indicated that you would like to receive a daily video wrap - up from energynewslive . com . if you did not request to receive a daily video wrap - up from enl please click here to de - activate : sincerely , the energy news live team",Safe Email,0,0,1,0.2004214440436115,Safe Email,Phishing Email
10558,"london visit hi maureen how many days are you coming over for ? in addition to the couple of days you ' ll be spending at brook hunt , i can see one further day with our metals people , and one extra day with rodrigo ( from rac ) looking at our inflation model . do you have 4 + days ? all the best steve",Safe Email,0,0,1,0.19913562033414337,Safe Email,Phishing Email
16370,"
Forwarded-by: Rob Windsor 
Forwarded-by: ""Rich Holland"" 
Forwarded-by: Diane S t . M o m ' s W o r t
Plant extract that treats mom's depression by rendering
preschoolers unconscious for up to six hours.E m p t y N e s t r o g e n
Highly effective suppository that eliminates melancholy by
enhancing the memory of how awful they were as teenagers and
how you couldn't wait till they moved out.P e p t o b i m b o
Liquid silicone for single women. Two full cups swallowed
before an evening out increases breast size, decreases
intelligence, and improves flirting.D u m e r o l
When taken with Peptobimbo, can cause dangerously low I.Q.
causing enjoyment of country western music.F l i p i t o r
Increases life expectancy of commuters by controlling road
rage and the urge to flip off other drivers.A n t i b o y o t i c s
When administered to teenage girls, is highly effective in
improving grades, freeing up phone lines, and reducing money
spent on make-up.M e n i c i l l i n
Potent antiboyotic for older women. Increases resistance to
such lines as, ""You make me want to be a better person ... can
we get naked now?""B u y a g r a
Injectable stimulant taken prior to shopping. Increases
potency and duration of spending spree.E x t r a S t r e n g t h B u y-O n e-A l l
When combined with Buyagra, can cause an indiscriminate
buying frenzy so severe the victim may even come home with a
Donnie Osmond CD or a book by Dr. Laura.J a c k A s s p i r i n
Relieves the headache caused by a man who can't remember your
birthday, anniversary or phone number.A n t i - t a l k s i d e n t
A spray carried in a purse or wallet to be used on anyone too
eager to share their life stories with total strangers.R a g a m e t
When administered to a husband, provides the same irritation
as ragging on him all weekend, saving the wife the time and
trouble of doing it herself.
",Safe Email,0,0,1,0.19809834698693984,Safe Email,Phishing Email
7064,"news from etv it ' s the building guy ! due to popular demand , we have put the latest segments of "" the building guy "" on ip - tv . click the start button on your task bar , then click programs and business applications . next , click ip - tv viewer to launch the program and double - click "" the building guy "" in the program list . if you ' ve never used the ip - tv viewer , there will be a brief user set - up process . don ' t worry ; you won ' t have to do anything - - the computer guy takes care of it all . the building guy segments will run every 30 minutes . enjoy ! the official etv guidelines are you interested in running a segment on etv ? check out the official etv guidelines . go to home . enron . com , then to the "" information and services "" section and click the link for the etv guidelines .",Safe Email,0,0,1,0.1799255429362524,Safe Email,Phishing Email
